Level,Date,State FIPS,State Postal Code,County FIPS,County Name,Population_Staying_at_Home,Population_Not_Staying_at_Home,Number of Trips,Number of Trips <1,Number of Trips 1-3,Number of Trips 3-5,Number of Trips 5-10,Number of Trips 10-25,Number of Trips 25-50,Number of Trips 50-100,Number of Trips 100-250,Number of Trips 250-500,Number of Trips >=500,Row ID
County,2019/01/01,17,IL,17019,Champaign County,53219,156470,620186,157144,183856,82349,85229,74420,16694,10612,7639,1314,929,17-17019-20190101
County,2019/01/02,17,IL,17019,Champaign County,42435,167254,808839,183882,242006,118032,116226,105226,20408,13451,7554,1354,700,17-17019-20190102
County,2019/01/03,17,IL,17019,Champaign County,44256,165433,856215,193087,245137,118653,132961,117416,23893,14046,8653,1629,740,17-17019-20190103
County,2019/01/04,17,IL,17019,Champaign County,42978,166711,864567,190527,252826,125215,128441,118753,23777,13976,8685,1568,799,17-17019-20190104
County,2019/01/05,17,IL,17019,Champaign County,44312,165377,847320,194461,242726,122259,130426,111038,22049,13036,9190,1362,773,17-17019-20190105
County,2019/01/06,17,IL,17019,Champaign County,47919,161770,726816,165141,221089,99064,109246,87907,20709,12925,8632,1257,846,17-17019-20190106
County,2019/01/07,17,IL,17019,Champaign County,45129,164560,795295,187681,233443,111443,112200,107092,21105,12140,8367,1049,775,17-17019-20190107
County,2019/01/08,17,IL,17019,Champaign County,46076,163613,789824,183217,233540,112501,113648,105497,20186,11442,7873,1112,808,17-17019-20190108
County,2019/01/09,17,IL,17019,Champaign County,45667,164022,794814,183500,234400,112054,118647,103910,19890,12100,8085,1320,908,17-17019-20190109
County,2019/01/10,17,IL,17019,Champaign County,44741,164948,809259,190196,233598,115375,117777,109387,21108,11739,8109,1144,826,17-17019-20190110
County,2019/01/11,17,IL,17019,Champaign County,40086,169603,830576,208901,226107,112418,117733,120220,22242,12591,8360,1347,657,17-17019-20190111
County,2019/01/12,17,IL,17019,Champaign County,48533,161156,729944,181342,231311,104184,100612,79517,12980,10103,8101,1115,679,17-17019-20190112
County,2019/01/13,17,IL,17019,Champaign County,47164,162525,712538,174762,219451,102800,96618,78732,16410,11417,10145,1325,878,17-17019-20190113
County,2019/01/14,17,IL,17019,Champaign County,46096,163593,780143,206362,230500,108997,98758,95613,18211,11221,8207,1326,948,17-17019-20190114
County,2019/01/15,17,IL,17019,Champaign County,45270,164419,806194,229423,238928,103724,99094,96334,18826,10666,7224,1120,855,17-17019-20190115
County,2019/01/16,17,IL,17019,Champaign County,44444,165245,796802,218754,232325,108319,96561,100282,19254,11938,7491,1016,862,17-17019-20190116
County,2019/01/17,17,IL,17019,Champaign County,44231,165458,769402,195778,235412,104752,97267,96705,18884,10868,7679,1216,841,17-17019-20190117
County,2019/01/18,17,IL,17019,Champaign County,44183,165506,789201,195295,232376,106487,104227,104717,22393,12989,8669,1168,880,17-17019-20190118
County,2019/01/19,17,IL,17019,Champaign County,48697,160992,745445,193687,237370,96530,96135,87472,14553,10413,7528,953,804,17-17019-20190119
County,2019/01/20,17,IL,17019,Champaign County,48450,161239,709654,173690,226790,101209,91155,80275,15756,10364,8426,1085,904,17-17019-20190120
County,2019/01/21,17,IL,17019,Champaign County,47862,161827,748138,187172,228762,104506,96311,89815,19612,11924,8109,1053,874,17-17019-20190121
County,2019/01/22,17,IL,17019,Champaign County,44880,164809,782210,212903,239965,104437,87215,95943,20601,11675,7629,1054,788,17-17019-20190122
County,2019/01/23,17,IL,17019,Champaign County,45224,164465,804647,221685,239342,104747,99197,98356,19876,11877,7393,1252,922,17-17019-20190123
County,2019/01/24,17,IL,17019,Champaign County,46310,163379,817841,218789,247025,106547,101553,100256,21437,12196,7852,1137,1049,17-17019-20190124
County,2019/01/25,17,IL,17019,Champaign County,43363,166326,816753,214281,238753,110523,105613,100756,21901,13982,8885,1207,852,17-17019-20190125
County,2019/01/26,17,IL,17019,Champaign County,45203,164486,798976,212068,243388,105622,99383,93239,20674,13884,9028,950,740,17-17019-20190126
County,2019/01/27,17,IL,17019,Champaign County,49484,160205,700586,179161,225031,93205,89294,76052,15494,12451,8218,920,760,17-17019-20190127
County,2019/01/28,17,IL,17019,Champaign County,44448,165241,813351,233800,237986,104147,101187,98145,19229,10445,7041,690,681,17-17019-20190128
County,2019/01/29,17,IL,17019,Champaign County,46832,162857,788456,221034,242501,101839,94430,90464,17865,11044,7650,861,768,17-17019-20190129
County,2019/01/30,17,IL,17019,Champaign County,48550,161139,722073,196540,232068,96252,84027,77488,15347,10804,8000,886,661,17-17019-20190130
County,2019/01/31,17,IL,17019,Champaign County,46255,163434,779403,220177,237481,98663,89996,93729,18822,11309,7763,872,591,17-17019-20190131
County,2019/02/01,17,IL,17019,Champaign County,46600,163089,820533,214271,246008,113091,108451,97179,19669,11452,8430,1119,863,17-17019-20190201
County,2019/02/02,17,IL,17019,Champaign County,47618,162071,796849,204533,236634,105377,111142,95037,20531,13386,8334,1184,691,17-17019-20190202
County,2019/02/03,17,IL,17019,Champaign County,48655,161034,750067,195680,230970,102111,93564,85902,18600,13438,8222,843,737,17-17019-20190203
County,2019/02/04,17,IL,17019,Champaign County,46006,163683,804487,225045,242173,103769,95583,95688,19109,12213,8829,1214,864,17-17019-20190204
County,2019/02/05,17,IL,17019,Champaign County,47086,162603,794051,218036,236428,103304,100073,96345,19103,10803,7978,1148,833,17-17019-20190205
County,2019/02/06,17,IL,17019,Champaign County,45941,163748,819838,224293,248042,105940,100865,98631,20311,12016,7575,1312,853,17-17019-20190206
County,2019/02/07,17,IL,17019,Champaign County,44003,165686,828651,233983,247857,107806,97816,97835,20454,12087,8755,1120,938,17-17019-20190207
County,2019/02/08,17,IL,17019,Champaign County,44801,164888,839695,219105,250965,115012,107180,101952,21874,12150,9116,1336,1005,17-17019-20190208
County,2019/02/09,17,IL,17019,Champaign County,46065,163624,861614,228551,248210,120655,113392,106646,22104,11139,8831,1146,940,17-17019-20190209
County,2019/02/10,17,IL,17019,Champaign County,46789,162900,758875,209035,224345,97799,96319,89565,19011,12211,8499,1148,943,17-17019-20190210
County,2019/02/11,17,IL,17019,Champaign County,45899,163790,798860,221135,230732,108873,95048,100034,19902,11883,8831,1358,1064,17-17019-20190211
County,2019/02/12,17,IL,17019,Champaign County,44751,164938,799014,214279,235800,105063,99023,101929,21036,11348,8421,1113,1002,17-17019-20190212
County,2019/02/13,17,IL,17019,Champaign County,46274,163415,829871,220378,245299,115174,104282,102394,19128,12690,8358,1046,1122,17-17019-20190213
County,2019/02/14,17,IL,17019,Champaign County,44820,164869,843040,222804,251364,116579,109518,98444,20824,12093,8928,1317,1169,17-17019-20190214
County,2019/02/15,17,IL,17019,Champaign County,45006,164683,848005,220224,251180,112411,111712,104278,22550,13446,9548,1595,1061,17-17019-20190215
County,2019/02/16,17,IL,17019,Champaign County,46025,163664,835315,216865,246217,112294,109593,102345,23450,13306,8843,1387,1015,17-17019-20190216
County,2019/02/17,17,IL,17019,Champaign County,48386,161303,723534,176756,223582,97244,96698,86857,19405,12553,8404,1184,851,17-17019-20190217
County,2019/02/18,17,IL,17019,Champaign County,48045,161644,786290,203364,233945,109525,100574,96516,20591,11695,7973,1212,895,17-17019-20190218
County,2019/02/19,17,IL,17019,Champaign County,46985,162704,828288,226034,242887,114175,102332,101019,20569,10959,8076,1230,1007,17-17019-20190219
County,2019/02/20,17,IL,17019,Champaign County,47022,162667,826989,213061,245990,116241,108332,103354,19303,10733,7605,1253,1117,17-17019-20190220
County,2019/02/21,17,IL,17019,Champaign County,46902,162787,846258,216315,249169,120228,115332,100468,22507,11916,8140,1062,1121,17-17019-20190221
County,2019/02/22,17,IL,17019,Champaign County,44455,165234,860248,221085,247521,121431,114457,110544,21513,12372,8920,1293,1112,17-17019-20190222
County,2019/02/23,17,IL,17019,Champaign County,45221,164468,839552,210596,238030,116497,120206,106790,23242,13991,8119,1226,855,17-17019-20190223
County,2019/02/24,17,IL,17019,Champaign County,47470,162219,736947,191345,224161,107269,94452,81177,17838,10656,7972,1236,841,17-17019-20190224
County,2019/02/25,17,IL,17019,Champaign County,46145,163544,840052,226642,237012,118613,109365,105194,20965,11398,8277,1550,1036,17-17019-20190225
County,2019/02/26,17,IL,17019,Champaign County,46937,162752,840789,222214,247550,114523,109922,103164,22254,11408,7635,1256,863,17-17019-20190226
County,2019/02/27,17,IL,17019,Champaign County,46169,163520,869115,222991,261889,125886,112255,105619,21509,10706,6520,941,799,17-17019-20190227
County,2019/02/28,17,IL,17019,Champaign County,46026,163663,877555,220132,262781,135047,113789,103917,22630,10901,6473,1056,829,17-17019-20190228
County,2019/03/01,17,IL,17019,Champaign County,44478,165211,877086,223299,249103,127625,121359,108729,23619,12483,8401,1514,954,17-17019-20190301
County,2019/03/02,17,IL,17019,Champaign County,46059,163630,844770,204446,237654,124755,118691,111332,23295,14039,8328,1348,882,17-17019-20190302
County,2019/03/03,17,IL,17019,Champaign County,49159,160530,733098,187030,226049,103470,96541,83043,15132,11671,8157,1176,829,17-17019-20190303
County,2019/03/04,17,IL,17019,Champaign County,48175,161514,798926,209670,236419,112186,104635,95313,18862,11604,7977,1326,934,17-17019-20190304
County,2019/03/05,17,IL,17019,Champaign County,47437,162252,817332,209864,249078,115632,103737,98079,21423,10609,7067,1070,773,17-17019-20190305
County,2019/03/06,17,IL,17019,Champaign County,46891,162798,843750,221871,245620,118078,109836,105429,21679,12603,6669,1135,830,17-17019-20190306
County,2019/03/07,17,IL,17019,Champaign County,42889,166800,821109,208714,239875,114389,105152,108615,21955,12829,7213,1516,851,17-17019-20190307
County,2019/03/08,17,IL,17019,Champaign County,46822,162867,920189,232860,265195,135229,122344,117728,23248,12967,8000,1679,939,17-17019-20190308
County,2019/03/09,17,IL,17019,Champaign County,46453,163236,867576,216594,251683,121050,120203,110830,23967,13076,8245,1132,796,17-17019-20190309
County,2019/03/10,17,IL,17019,Champaign County,48999,160690,776296,187270,244549,107604,107401,90356,18312,10891,7871,1309,733,17-17019-20190310
County,2019/03/11,17,IL,17019,Champaign County,47397,162292,892055,229123,267418,128970,113337,109994,21642,11234,8151,1251,935,17-17019-20190311
County,2019/03/12,17,IL,17019,Champaign County,46915,162774,885640,234602,262947,124261,112913,108109,22115,11343,7390,1177,783,17-17019-20190312
County,2019/03/13,17,IL,17019,Champaign County,45143,164546,915030,240202,275636,127793,114226,115262,22139,10963,7048,1038,723,17-17019-20190313
County,2019/03/14,17,IL,17019,Champaign County,42794,166895,933916,254600,279476,121524,115548,117052,23740,12833,7394,1032,717,17-17019-20190314
County,2019/03/15,17,IL,17019,Champaign County,41959,167730,908831,218169,266858,126811,118939,123966,25876,15379,10081,1683,1069,17-17019-20190315
County,2019/03/16,17,IL,17019,Champaign County,43639,166050,895170,203104,240425,129187,135711,126541,30488,17469,9227,1784,1234,17-17019-20190316
County,2019/03/17,17,IL,17019,Champaign County,41956,167733,840626,198432,245406,120653,118532,108189,25381,13246,8610,1328,849,17-17019-20190317
County,2019/03/18,17,IL,17019,Champaign County,39690,169999,931019,221075,253615,136874,133124,130215,29358,16401,8208,1233,916,17-17019-20190318
County,2019/03/19,17,IL,17019,Champaign County,40231,169458,944172,220680,263471,136140,134269,134956,28724,15587,8091,1457,797,17-17019-20190319
County,2019/03/20,17,IL,17019,Champaign County,47931,161758,993663,226061,259365,140946,157644,155282,32111,12780,7218,1578,678,17-17019-20190320
County,2019/03/21,17,IL,17019,Champaign County,48614,161075,1001158,207095,262270,154074,160240,160239,33072,15490,6183,1570,925,17-17019-20190321
County,2019/03/22,17,IL,17019,Champaign County,47675,162014,1070896,226812,269832,169343,179407,165132,33252,16979,7756,1619,764,17-17019-20190322
County,2019/03/23,17,IL,17019,Champaign County,49299,160390,1008958,214120,262938,145917,173617,150664,32889,17998,8474,1576,765,17-17019-20190323
County,2019/03/24,17,IL,17019,Champaign County,49218,160471,803233,173995,219510,122244,122974,105963,25315,18371,12005,1643,1213,17-17019-20190324
County,2019/03/25,17,IL,17019,Champaign County,50804,158885,980531,239275,252200,148957,148696,139440,26606,13637,9372,1338,1010,17-17019-20190325
County,2019/03/26,17,IL,17019,Champaign County,50819,158870,1010164,255263,274385,143877,148072,138794,25560,13343,8610,1343,917,17-17019-20190326
County,2019/03/27,17,IL,17019,Champaign County,50818,158871,1070116,267830,289342,159910,157981,149136,25401,13111,5906,850,649,17-17019-20190327
County,2019/03/28,17,IL,17019,Champaign County,50283,159406,1075998,265587,293253,161568,154509,152266,27367,13335,6368,1134,611,17-17019-20190328
County,2019/03/29,17,IL,17019,Champaign County,48369,161320,1029883,238394,282775,150768,155463,151937,27894,13400,7234,1366,652,17-17019-20190329
County,2019/03/30,17,IL,17019,Champaign County,50712,158977,985669,228631,262791,144430,160095,139918,27540,13590,7071,924,679,17-17019-20190330
County,2019/03/31,17,IL,17019,Champaign County,50877,158812,915266,210503,251494,136337,145393,118775,27079,15640,7946,1328,771,17-17019-20190331
County,2019/04/01,17,IL,17019,Champaign County,50518,159171,1016675,246712,255683,148183,153567,131636,52532,14742,9809,2949,862,17-17019-20190401
County,2019/04/02,17,IL,17019,Champaign County,47584,162105,1099190,250583,259362,165024,156516,137285,99205,17879,8281,4449,606,17-17019-20190402
County,2019/04/03,17,IL,17019,Champaign County,48976,160713,1134447,262628,268208,175166,174525,149230,76804,16034,8792,2686,374,17-17019-20190403
County,2019/04/04,17,IL,17019,Champaign County,44615,165074,1040485,220506,250900,157930,165460,160760,54792,17771,9560,2423,383,17-17019-20190404
County,2019/04/05,17,IL,17019,Champaign County,45130,164559,1071249,239052,268531,161924,164325,151302,45484,27780,9519,2968,364,17-17019-20190405
County,2019/04/06,17,IL,17019,Champaign County,47421,162268,1120059,266001,288075,153368,168828,172386,35599,25801,7780,1792,429,17-17019-20190406
County,2019/04/07,17,IL,17019,Champaign County,50823,158866,920064,207090,251208,126386,146140,131742,26836,19700,8190,2197,575,17-17019-20190407
County,2019/04/08,17,IL,17019,Champaign County,49383,160306,1060808,253832,271720,162037,161551,152724,32823,16190,7394,1858,679,17-17019-20190408
County,2019/04/09,17,IL,17019,Champaign County,48822,160867,1071182,267459,275994,149770,165356,156177,29462,17046,7341,1975,602,17-17019-20190409
County,2019/04/10,17,IL,17019,Champaign County,50199,159490,1116212,261992,290382,157238,176990,173546,32275,15761,5876,1594,558,17-17019-20190410
County,2019/04/11,17,IL,17019,Champaign County,50639,159050,1120102,264162,290586,158739,177143,170253,36194,15344,5301,1538,842,17-17019-20190411
County,2019/04/12,17,IL,17019,Champaign County,48010,161679,1101019,243074,282237,169670,171575,173193,34159,18403,5823,2203,682,17-17019-20190412
County,2019/04/13,17,IL,17019,Champaign County,50886,158803,1070889,236281,269874,154175,182473,160758,39108,20031,6421,1194,574,17-17019-20190413
County,2019/04/14,17,IL,17019,Champaign County,53233,156456,860320,187418,236640,123768,137117,124023,24453,17143,7055,1954,749,17-17019-20190414
County,2019/04/15,17,IL,17019,Champaign County,49588,160101,1085186,256999,276855,156504,173705,166539,30049,15996,5854,1806,879,17-17019-20190415
County,2019/04/16,17,IL,17019,Champaign County,49322,160367,1078260,252298,285723,156090,163223,161797,36099,14398,6063,1685,884,17-17019-20190416
County,2019/04/17,17,IL,17019,Champaign County,50008,159681,1118790,268613,288724,164151,176880,165105,32906,15082,5048,1576,705,17-17019-20190417
County,2019/04/18,17,IL,17019,Champaign County,50107,159582,1093041,240512,290986,166889,173792,164574,33391,14431,5723,1728,1015,17-17019-20190418
County,2019/04/19,17,IL,17019,Champaign County,47874,161815,1137048,255797,296191,174573,178184,170634,35271,17294,6686,1540,878,17-17019-20190419
County,2019/04/20,17,IL,17019,Champaign County,50557,159132,1111566,235624,286031,163947,193958,177661,31234,15639,5828,1015,629,17-17019-20190420
County,2019/04/21,17,IL,17019,Champaign County,52247,157442,985889,227280,236262,141426,164577,152315,34243,20240,7001,1640,905,17-17019-20190421
County,2019/04/22,17,IL,17019,Champaign County,48259,161430,1036911,255175,277751,157784,148378,139653,31395,15101,8840,2334,500,17-17019-20190422
County,2019/04/23,17,IL,17019,Champaign County,43951,165738,1008670,244813,289980,151888,138979,118661,32564,18923,9659,2634,569,17-17019-20190423
County,2019/04/24,17,IL,17019,Champaign County,44583,165106,1058917,261827,303773,159610,142881,127540,35644,17595,7968,1532,547,17-17019-20190424
County,2019/04/25,17,IL,17019,Champaign County,41852,167837,1052631,259941,295471,167629,142407,128187,31708,16571,7506,2697,514,17-17019-20190425
County,2019/04/26,17,IL,17019,Champaign County,45313,164376,1078207,273783,280695,170103,157891,139757,29220,15094,8809,2143,712,17-17019-20190426
County,2019/04/27,17,IL,17019,Champaign County,48060,161629,953730,220374,262742,146468,139025,128923,30122,14884,8800,1891,501,17-17019-20190427
County,2019/04/28,17,IL,17019,Champaign County,47394,162295,919317,225519,248252,156547,127266,110884,25276,13809,8768,2177,819,17-17019-20190428
County,2019/04/29,17,IL,17019,Champaign County,45762,163927,963912,241325,248307,157513,138669,127848,25861,11673,9233,2604,879,17-17019-20190429
County,2019/04/30,17,IL,17019,Champaign County,44450,165239,933427,223492,247135,146553,129944,133292,26857,12950,8048,4551,605,17-17019-20190430
County,2019/05/01,17,IL,17019,Champaign County,45163,164526,1027842,247745,276841,162430,149180,142946,26470,12054,6603,3107,466,17-17019-20190501
County,2019/05/02,17,IL,17019,Champaign County,46907,162782,1007348,219791,291842,157003,151003,139312,26832,11180,6772,3077,536,17-17019-20190502
County,2019/05/03,17,IL,17019,Champaign County,48159,161530,1075959,239636,295172,161755,170925,151732,31710,14474,7201,2880,474,17-17019-20190503
County,2019/05/04,17,IL,17019,Champaign County,50224,159465,1035184,225457,279208,151702,170341,149881,33248,14672,7639,2612,424,17-17019-20190504
County,2019/05/05,17,IL,17019,Champaign County,49132,160557,937678,219708,253127,141104,145114,127976,24459,13577,8466,3634,513,17-17019-20190505
County,2019/05/06,17,IL,17019,Champaign County,47550,162139,952255,213390,271839,140078,153636,131997,22721,9807,5430,2605,752,17-17019-20190506
County,2019/05/07,17,IL,17019,Champaign County,46982,162707,965284,206770,276443,149203,144625,143712,24097,11517,5906,2230,781,17-17019-20190507
County,2019/05/08,17,IL,17019,Champaign County,46180,163509,983976,213417,276659,152871,145862,147004,27722,11768,6098,1856,719,17-17019-20190508
County,2019/05/09,17,IL,17019,Champaign County,45900,163789,982959,218627,281805,149236,137405,146081,27935,12488,6191,2334,857,17-17019-20190509
County,2019/05/10,17,IL,17019,Champaign County,42627,167062,996891,210623,291029,153897,152463,135619,30108,12731,6866,2360,1195,17-17019-20190510
County,2019/05/11,17,IL,17019,Champaign County,44050,165639,934040,194290,251006,142465,137562,141832,39313,14793,6797,5120,862,17-17019-20190511
County,2019/05/12,17,IL,17019,Champaign County,45794,163895,855675,172949,235751,131534,130138,124874,32824,16284,7375,2994,952,17-17019-20190512
County,2019/05/13,17,IL,17019,Champaign County,45088,164601,965033,196951,257878,159671,155314,139248,32949,13141,5640,3333,908,17-17019-20190513
County,2019/05/14,17,IL,17019,Champaign County,43532,166157,1006948,208767,256064,180887,165788,145303,26916,13797,5139,3427,860,17-17019-20190514
County,2019/05/15,17,IL,17019,Champaign County,43219,166470,1036282,218127,268073,186422,168637,141398,27712,15835,5370,3783,925,17-17019-20190515
County,2019/05/16,17,IL,17019,Champaign County,42187,167502,1032128,208938,270328,179600,167653,150202,31433,14871,5161,3129,813,17-17019-20190516
County,2019/05/17,17,IL,17019,Champaign County,41490,168199,1099839,236628,280113,184445,173549,168107,32736,14035,5829,3673,724,17-17019-20190517
County,2019/05/18,17,IL,17019,Champaign County,42848,166841,1086075,227752,277143,168344,176880,177707,32356,15964,6412,2693,824,17-17019-20190518
County,2019/05/19,17,IL,17019,Champaign County,47392,162297,831925,164208,203473,142851,133117,139006,24446,14336,5902,3728,858,17-17019-20190519
County,2019/05/20,17,IL,17019,Champaign County,46023,163666,945255,202489,241966,175109,148425,132224,26546,9182,5170,3236,908,17-17019-20190520
County,2019/05/21,17,IL,17019,Champaign County,46680,163009,954923,191426,247082,169500,155169,143183,28062,12205,4802,2750,744,17-17019-20190521
County,2019/05/22,17,IL,17019,Champaign County,45653,164036,966055,191318,239031,181400,155374,138318,36588,14101,4839,4222,864,17-17019-20190522
County,2019/05/23,17,IL,17019,Champaign County,46155,163534,901742,175567,232573,156802,138775,128129,42027,14186,5183,7668,832,17-17019-20190523
County,2019/05/24,17,IL,17019,Champaign County,42091,167598,935935,175328,226794,167557,146727,147059,45401,17099,5937,3022,1011,17-17019-20190524
County,2019/05/25,17,IL,17019,Champaign County,45838,163851,951330,186094,236130,153309,156591,133079,57272,19008,6160,2849,838,17-17019-20190525
County,2019/05/26,17,IL,17019,Champaign County,44934,164755,886953,159519,214952,170592,137589,121434,52232,21409,5843,2607,776,17-17019-20190526
County,2019/05/27,17,IL,17019,Champaign County,47662,162027,790805,142770,196389,163158,125879,107102,25354,19886,5649,3644,974,17-17019-20190527
County,2019/05/28,17,IL,17019,Champaign County,46034,163655,978000,198315,252137,179634,153996,146052,27127,11744,4795,3193,1007,17-17019-20190528
County,2019/05/29,17,IL,17019,Champaign County,46828,162861,978641,195777,248286,175963,155275,153434,28282,11942,4793,4074,815,17-17019-20190529
County,2019/05/30,17,IL,17019,Champaign County,45093,164596,948911,178803,243749,166418,156062,154314,28904,12047,4584,3116,914,17-17019-20190530
County,2019/05/31,17,IL,17019,Champaign County,44918,164771,1039613,213374,261723,182510,167327,156582,32242,13856,5912,5274,813,17-17019-20190531
County,2019/06/01,17,IL,17019,Champaign County,49388,160301,969569,202974,239973,146417,171713,153729,30154,15058,5963,2797,791,17-17019-20190601
County,2019/06/02,17,IL,17019,Champaign County,49447,160242,924072,196464,249423,135173,153169,137099,27428,15604,6247,2486,979,17-17019-20190602
County,2019/06/03,17,IL,17019,Champaign County,46730,162959,1060111,230756,286870,157091,173460,161708,29000,12734,5527,2040,925,17-17019-20190603
County,2019/06/04,17,IL,17019,Champaign County,45865,163824,994578,208498,263226,154532,165276,153609,29090,12271,5400,1801,875,17-17019-20190604
County,2019/06/05,17,IL,17019,Champaign County,43639,166050,943318,190606,245637,143931,155543,157952,28080,13276,5919,1530,844,17-17019-20190605
County,2019/06/06,17,IL,17019,Champaign County,43998,165691,1062027,227989,278293,182803,164892,151120,29958,17319,5888,3058,707,17-17019-20190606
County,2019/06/07,17,IL,17019,Champaign County,43148,166541,1103880,242238,281833,186572,169686,162770,33108,17318,6664,2851,840,17-17019-20190607
County,2019/06/08,17,IL,17019,Champaign County,43513,166176,1046923,211597,255360,219483,154443,142963,33289,20303,6144,2655,686,17-17019-20190608
County,2019/06/09,17,IL,17019,Champaign County,44795,164894,909871,177677,228472,230431,119226,105632,23714,13642,6249,4071,757,17-17019-20190609
County,2019/06/10,17,IL,17019,Champaign County,45447,164242,941866,190269,249374,185502,137540,129793,26769,13866,5309,2437,1007,17-17019-20190610
County,2019/06/11,17,IL,17019,Champaign County,46202,163487,945888,196894,252114,173072,135219,134075,27031,19202,5017,2575,689,17-17019-20190611
County,2019/06/12,17,IL,17019,Champaign County,44121,165568,953138,181677,248103,210526,125861,139492,25857,13337,5806,1595,884,17-17019-20190612
County,2019/06/13,17,IL,17019,Champaign County,43136,166553,988516,185999,268985,197706,144525,140750,28688,11311,6049,3657,846,17-17019-20190613
County,2019/06/14,17,IL,17019,Champaign County,43759,165930,985194,191512,235463,201254,144908,151543,35243,15605,5992,2820,854,17-17019-20190614
County,2019/06/15,17,IL,17019,Champaign County,46927,162762,939463,197020,248118,141124,158172,143371,28575,13428,5957,2914,784,17-17019-20190615
County,2019/06/16,17,IL,17019,Champaign County,47875,161814,857737,175474,221028,130039,145096,133113,28015,14326,6245,3611,790,17-17019-20190616
County,2019/06/17,17,IL,17019,Champaign County,46032,163657,969197,200076,257867,148460,157272,153979,30619,11446,5231,3557,690,17-17019-20190617
County,2019/06/18,17,IL,17019,Champaign County,47037,162652,1003300,207998,270358,160100,148779,167254,28975,12296,5374,1504,662,17-17019-20190618
County,2019/06/19,17,IL,17019,Champaign County,45065,164624,1004450,202175,266051,143084,165868,174076,34018,12451,4524,1529,674,17-17019-20190619
County,2019/06/20,17,IL,17019,Champaign County,46758,162931,1005050,210337,269918,154088,158743,154449,35899,14492,4853,1631,640,17-17019-20190620
County,2019/06/21,17,IL,17019,Champaign County,43775,165914,998945,192197,269989,151433,162682,163574,34700,16535,5706,1496,633,17-17019-20190621
County,2019/06/22,17,IL,17019,Champaign County,47964,161725,1024809,214706,278621,149256,166763,160396,31779,15208,5830,1575,675,17-17019-20190622
County,2019/06/23,17,IL,17019,Champaign County,43649,166040,858013,182821,234206,120194,138849,127153,29437,15934,6309,2065,1045,17-17019-20190623
County,2019/06/24,17,IL,17019,Champaign County,45129,164560,980176,188200,269169,158352,147897,159488,34636,13116,5944,2214,1160,17-17019-20190624
County,2019/06/25,17,IL,17019,Champaign County,50584,159105,856031,172200,243843,135790,129359,125144,28840,11696,6386,1955,818,17-17019-20190625
County,2019/06/26,17,IL,17019,Champaign County,49987,159702,868775,172286,236937,136199,136934,135025,31033,10726,6646,2149,840,17-17019-20190626
County,2019/06/27,17,IL,17019,Champaign County,48808,160881,890817,180603,236488,147101,134309,132721,33424,14644,6227,4485,815,17-17019-20190627
County,2019/06/28,17,IL,17019,Champaign County,46561,163128,929965,184486,247626,150953,154865,133775,31610,15915,6854,3063,818,17-17019-20190628
County,2019/06/29,17,IL,17019,Champaign County,48545,161144,882655,175851,233925,139647,142280,127101,37925,16361,6412,2276,877,17-17019-20190629
County,2019/06/30,17,IL,17019,Champaign County,48587,161102,709257,128602,173837,102133,117008,124510,33597,19036,7608,2105,821,17-17019-20190630
County,2019/07/01,17,IL,17019,Champaign County,51773,157916,822089,160603,219700,134356,126340,131962,27508,13213,5813,1701,893,17-17019-20190701
County,2019/07/02,17,IL,17019,Champaign County,50368,159321,844819,170173,229428,135713,124530,133998,28055,13857,6091,2033,941,17-17019-20190702
County,2019/07/03,17,IL,17019,Champaign County,46699,162990,803438,143307,204705,125787,126504,150418,31824,12854,5198,2155,686,17-17019-20190703
County,2019/07/04,17,IL,17019,Champaign County,50803,158886,707708,139319,179809,108207,105860,122841,28044,13223,7337,2222,846,17-17019-20190704
County,2019/07/05,17,IL,17019,Champaign County,48240,161449,864661,168880,224644,132875,136776,142076,35301,14893,6816,1623,777,17-17019-20190705
County,2019/07/06,17,IL,17019,Champaign County,49311,160378,830956,164257,215429,130491,139388,125885,30731,13876,6695,3371,833,17-17019-20190706
County,2019/07/07,17,IL,17019,Champaign County,50378,159311,825484,172642,233729,131773,117982,114549,29641,14109,7319,2614,1126,17-17019-20190707
County,2019/07/08,17,IL,17019,Champaign County,48214,161475,881039,174379,261474,151562,127331,118781,24970,12527,6405,2662,948,17-17019-20190708
County,2019/07/09,17,IL,17019,Champaign County,48259,161430,876302,184054,231059,140781,126226,144082,28701,11494,7000,2036,869,17-17019-20190709
County,2019/07/10,17,IL,17019,Champaign County,48348,161341,902906,172817,259454,137622,138807,140395,35127,9926,6369,1509,880,17-17019-20190710
County,2019/07/11,17,IL,17019,Champaign County,48419,161270,951724,194112,265907,155075,142577,140914,30464,13863,6078,1866,868,17-17019-20190711
County,2019/07/12,17,IL,17019,Champaign County,47396,162293,961185,190400,271589,151668,143716,147215,33760,13564,6106,2193,974,17-17019-20190712
County,2019/07/13,17,IL,17019,Champaign County,47928,161761,936161,208361,245647,133568,141582,144397,36734,15641,7295,2006,930,17-17019-20190713
County,2019/07/14,17,IL,17019,Champaign County,49776,159913,790653,163770,206334,121994,122498,120079,29603,14576,7892,2646,1261,17-17019-20190714
County,2019/07/15,17,IL,17019,Champaign County,48369,161320,857528,173734,233999,138469,129835,132739,25152,13778,6452,1958,1412,17-17019-20190715
